day,intraday,time_normalized,instantaneous_vol,date,realized_vol,RV_daily,RV_weekly,RV_monthly
198,0,0.0,2.0832223040890024e-05,2026-02-04,0.005198927611664784,0.005198927611664784,0.006998885569166573,0.005990836586299834
199,0,0.0,1.59825171320208e-05,2026-02-05,0.004867974949671978,0.004867974949671978,0.0069107123570563405,0.006051287166749928
200,0,0.0,3.225570568560368e-05,2026-02-06,0.005506847849627774,0.005506847849627774,0.006570168609475746,0.00615684310316304
201,0,0.0,1.637981780601278e-05,2026-02-09,0.0030882452593233712,0.0030882452593233712,0.006403982777241834,0.006222167576402488
202,0,0.0,1e-05,2026-02-10,0.00385228471172775,0.00385228471172775,0.005203134202869118,0.006188499748213508
203,0,0.0,1.0635351157746292e-05,2026-02-11,0.0035723088952715216,0.0035723088952715216,0.004502856076403132,0.006186315124178831
204,0,0.0,1.4544151386001367e-05,2026-02-12,0.004102448132252922,0.004102448132252922,0.004177532333124479,0.006164427894195174
205,0,0.0,1e-05,2026-02-13,0.004546547068905632,0.004546547068905632,0.0040244269696406675,0.006091630285425976
206,0,0.0,1.705533628605432e-05,2026-02-16,0.004613891235739529,0.004613891235739529,0.0038323668134962394,0.005992056554340192
207,0,0.0,2.2919037671543e-05,2026-02-17,0.005035540531505017,0.005035540531505017,0.00413749600877947,0.005886192375532145
208,0,0.0,1.4908467814829242e-05,2026-02-18,0.004130823280318226,0.004130823280318226,0.004374147172734924,0.005842887705884364
209,0,0.0,4.144926672045205e-05,2026-02-19,0.005664244105784979,0.005664244105784979,0.0044858500497442656,0.005785755314173407
210,0,0.0,3.9682585932731964e-05,2026-02-20,0.0066005395280711535,0.0066005395280711535,0.004798209244450675,0.005814187085403957
211,0,0.0,2.4086754839392726e-05,2026-02-23,0.005455268653714437,0.005455268653714437,0.00520900773628378,0.005864462596280784
212,0,0.0,1.9113373253842783e-05,2026-02-24,0.00522459067338113,0.00522459067338113,0.005377283219878762,0.005661413980417584
213,0,0.0,1.5385767414646596e-05,2026-02-25,0.004996222797184382,0.004996222797184382,0.005415093248253984,0.005557976078958631
214,0,0.0,2.334542861540749e-05,2026-02-26,0.00591677706317836,0.00591677706317836,0.005588173151627216,0.005492383996927471
215,0,0.0,1.9267769465081533e-05,2026-02-27,0.005642950563127503,0.005642950563127503,0.0056386797431058925,0.00533490500877981
216,0,0.0,3.94963608936713e-05,2026-03-02,0.009754686461753955,0.009754686461753955,0.005447161950117163,0.0053350485038212445
217,0,0.0,1.9126989247843316e-05,2026-03-04,0.007729078628766888,0.007729078628766888,0.006307045511725067,0.005479775448102108
218,0,0.0,2.1584044628092944e-05,2026-03-05,0.008841053016842628,0.008841053016842628,0.006807943102802218,0.005543016430737088
219,0,0.0,1.5704269181541875e-05,2026-03-06,0.006932330511066748,0.006932330511066748,0.007576909146733866,0.005531587561903254
220,0,0.0,4.403364708329898e-05,2026-03-09,0.010170611972195931,0.010170611972195931,0.007780019836311544,0.00551243552404003
221,0,0.0,3.504306029587214e-05,2026-03-10,0.007814716289618905,0.007814716289618905,0.008685552118125231,0.0057384211767914466
222,0,0.0,5.873768072206997e-05,2026-03-11,0.007509434484452183,0.007509434484452183,0.00829755808369822,0.005872363964970851
223,0,0.0,4.386975119834226e-05,2026-03-12,0.009181495497273115,0.009181495497273115,0.00825362925483528,0.005963390630190143
224,0,0.0,3.2562326615601546e-05,2026-03-13,0.008052176625197461,0.008052176625197461,0.008321717750921376,0.0062403565500969505
225,0,0.0,4.9111498673968626e-05,2026-03-16,0.011489718286520016,0.011489718286520016,0.008545686973747519,0.006431260727981936
